,restaurant,url,distance,star,num_reviews,city,price_range,cuisine,cuisine_label
1841,Hey Sugar Dundas,https://www.doordash.com/store/22995315/?pickup=false,0.9,5,1,Toronto,$$,,
1842,Knockout Chicken,https://www.doordash.com/store/849231/?pickup=false,1,4.3,560,Toronto,$$,,
1843,Brick'n'cheese,https://www.doordash.com/store/1815276/?pickup=false,1.7,4.6,600,Toronto,$$,,
1844,Butterchick,https://www.doordash.com/store/2422983/?pickup=false,1.1,3.9,90,Toronto,$,South Asian,Indian
1845,Frisaca,https://www.doordash.com/store/763831/?pickup=false,0.9,4.4,256,Toronto,$,North American,Mexican
1846,Lofi Wok,https://www.doordash.com/store/1757158/?pickup=false,0.9,4,1,Toronto,$$,,
1847,King Rustic,https://www.doordash.com/store/45908/?pickup=false,1.1,4.8,172,Toronto,$$,,
1848,Hong Fatt B-B-Q é¸¿å§è,https://www.doordash.com/store/178903/?pickup=false,0.9,4.7,112,Toronto,$$,East Asian,Chinese
1849,The Rabbit Hole Pub,https://www.doordash.com/store/1785786/?pickup=false,0.7,5,1,Toronto,$$,,
1850,Bolet's Burrito,https://www.doordash.com/store/52342/?pickup=false,1.2,4.6,171,Toronto,$$,North American,Mexican
1851,PLANTA Cocina,https://www.doordash.com/store/1214645/?pickup=false,0.8,4.8,243,Toronto,$$,North American,Mexican
1852,8-Aug,https://www.doordash.com/store/247656/?pickup=false,1,4.4,400,Toronto,$$,,
1853,Real Sports,https://www.doordash.com/store/965159/?pickup=false,0.4,4.6,53,Toronto,$$,,
1854,Real Sports,https://www.doordash.com/store/965159/?pickup=false,0.4,4.6,53,Toronto,$$,,
1855,Dundas Spring Garden,https://www.doordash.com/store/178817/?pickup=false,0.9,4.5,670,Toronto,$$,East Asian,Chinese
1856,The Burger's Priest,https://www.doordash.com/store/245811/?pickup=false,0.5,4.4,890,Toronto,$$,,
1857,Kung Fu Tea,https://www.doordash.com/store/845000/?pickup=false,1.2,4.6,117,Toronto,$$,,
1858,Morso Me,https://www.doordash.com/store/73655/?pickup=false,1,4.8,39,Toronto,$$,European,Italian
1859,1915 Lan Zhou Ramen 1915°å,https://www.doordash.com/store/314511/?pickup=false,0.9,4.5,74,Toronto,$$,East Asian,Chinese
1860,Colaba Junction (Bay St),https://www.doordash.com/store/314450/?pickup=false,1.3,4.3,104,Toronto,$$,South Asian,Indian
1861,Page One,https://www.doordash.com/store/542584/?pickup=false,1.3,4.5,26,Toronto,$$,,
1862,Wah Sing Seafood æµ·éé¥­å,https://www.doordash.com/store/34024/?pickup=false,1,4.1,820,Toronto,$$,East Asian,Chinese
1863,Matha Roti - East Indian Cusine,https://www.doordash.com/store/458169/?pickup=false,1.6,4.7,1100,Toronto,$$,South Asian,Indian
1864,Konjiki Ramen,https://www.doordash.com/store/897949/?pickup=false,1.1,4.6,700,Toronto,$$,East Asian,Japanese
1865,George's Deli & BBQ,https://www.doordash.com/store/306082/?pickup=false,1.4,4.2,215,Toronto,$$,,
1866,Fox On John,https://www.doordash.com/store/326818/?pickup=false,0.4,4.2,203,Toronto,$,European,British
1867,Vagabondo Restobar,https://www.doordash.com/store/52791/?pickup=false,0.15,4.5,590,Toronto,$$,European,Italian
1868,The Jerk Spot,https://www.doordash.com/store/175328/?pickup=false,1,4,37,Toronto,$$,North American,Caribbean
1869,Icha Tea,https://www.doordash.com/store/23046126/?pickup=false,1.5,5,1,Toronto,$$,East Asian,Asian
1870,Not Just Noodles,https://www.doordash.com/store/22994434/?pickup=false,1.6,4.6,44,Toronto,$$,,
1871,Magical Taste of China è¥¿åé£,https://www.doordash.com/store/542079/?pickup=false,0.9,4.5,138,Toronto,$$,East Asian,Chinese
1872,Bowl,https://www.doordash.com/store/1765803/?pickup=false,1.3,4.4,59,Toronto,$$,,
1873,Bindia India Bistro,https://www.doordash.com/store/30161/?pickup=false,1,4.6,192,Toronto,$$,South Asian,Indian
1874,Sushi 88,https://www.doordash.com/store/757153/?pickup=false,1.2,4.4,184,Toronto,$$,East Asian,Asian
1875,the kettle,https://www.doordash.com/store/23277054/?pickup=false,0.9,3,1,Toronto,$$,South Asian,Indian
1876,Tibet Cafe,https://www.doordash.com/store/314076/?pickup=false,1,4.6,24,Toronto,$$,,
1877,Real Fruit Bubble Tea,https://www.doordash.com/store/960988/?pickup=false,0.6,4.5,221,Toronto,$$,,
1878,La Chilaca Taqueria,https://www.doordash.com/store/359552/?pickup=false,1.1,4.1,27,Toronto,$$,North American,Mexican
1879,Coco Rice Thai Cuisine,https://www.doordash.com/store/2554374/?pickup=false,0.7,4.6,58,Toronto,$$,Southeast Asian,Thai
1880,Arctic Bites (Toronto),https://www.doordash.com/store/780064/?pickup=false,1,4.7,126,Toronto,$$,,
1881,Dak Lak Cafe,https://www.doordash.com/store/1056413/?pickup=false,1.2,4.6,39,Toronto,$$,Southeast Asian,Vietnamese
1882,Java Joe's,https://www.doordash.com/store/938516/?pickup=false,1,4.9,10,Toronto,$$,,
1883,Kyoto House Japanese,https://www.doordash.com/store/64956/?pickup=false,0.9,4.7,319,Toronto,$$,East Asian,Japanese
1884,Real Empanada,https://www.doordash.com/store/795028/?pickup=false,1.2,4.6,49,Toronto,$$,Latin American & Global Fusion,Latin American
1885,Chungchun Rice Dog,https://www.doordash.com/store/1379489/?pickup=false,1.6,4.7,410,Toronto,$$,,
1886,Fonda Lola,https://www.doordash.com/store/52388/?pickup=false,1.4,4.5,60,Toronto,$$,North American,Mexican
1887,Mango Like Desserts,https://www.doordash.com/store/970563/?pickup=false,1.3,4.5,259,Toronto,$$,,
1888,Market Garden,https://www.doordash.com/store/2839443/?pickup=false,1.2,5,1,Toronto,$$,North American,American
1889,Globol,https://www.doordash.com/store/2530627/?pickup=false,1.5,4.6,1,Toronto,$,,
1890,Tim Hortons,https://www.doordash.com/store/1014238/?pickup=false,0.3,4.4,70,Toronto,$$,North American,Canadian
1891,Beavertails,https://www.doordash.com/store/732873/?pickup=false,0.5,4.7,226,Toronto,$,,
1892,Collective Arts Brewing,https://www.doordash.com/store/1355164/?pickup=false,1.1,4.9,199,Toronto,$$,,
1893,Taco Del Mar,https://www.doordash.com/store/178799/?pickup=false,0.3,3.9,93,Toronto,$$,North American,Mexican
1894,Rosie's Burgers,https://www.doordash.com/store/1752609/?pickup=false,0.7,4.8,103,Toronto,$$,,
1895,TRU TEA | ,https://www.doordash.com/store/1308290/?pickup=false,1.4,4.7,118,Toronto,$$,,
1896,Mia Pasta,https://www.doordash.com/store/2850955/?pickup=false,1.1,4.6,48,Toronto,$,,
1897,Market Street Catch,https://www.doordash.com/store/1456057/?pickup=false,1,4.6,326,Toronto,$$,,
1898,Little Vietnam,https://www.doordash.com/store/2821324/?pickup=false,0.7,4.8,71,Toronto,$$,Southeast Asian,Vietnamese
1899,Yummy Yummy Dumplings é¦¥ºå­,https://www.doordash.com/store/52625/?pickup=false,0.9,4.7,172,Toronto,$$,,
1900,Oh My Gyro,https://www.doordash.com/store/23198697/?pickup=false,1.1,,1,Toronto,$$,,
1901,KL Kitchen Indo-Malay Cuisine,https://www.doordash.com/store/1191723/?pickup=false,0.9,4.4,79,Toronto,$$,Southeast Asian,Indonesian
1902,OneZo Tapioca ä¸¸ä,https://www.doordash.com/store/1017143/?pickup=false,1.6,4.7,98,Toronto,$$,,
1903,Bubble Baby,https://www.doordash.com/store/1156973/?pickup=false,0.2,4.6,64,Toronto,$$,,
1904,Bubble Baby,https://www.doordash.com/store/1156973/?pickup=false,0.2,4.6,64,Toronto,$$,,
1905,Buddy's Noodle Bar,https://www.doordash.com/store/1540665/?pickup=false,0.9,4.6,42,Toronto,$$,East Asian,Chinese
1906,Freshii,https://www.doordash.com/store/1091323/?pickup=false,0.4,4.5,83,Toronto,$$,,
1907,Frankies Diner,https://www.doordash.com/store/1248363/?pickup=false,1.5,4.5,386,Toronto,$$,,
1908,Bangkok 360,https://www.doordash.com/store/23002403/?pickup=false,0.8,4.8,1,Toronto,$$,East Asian,Asian
1909,Wolf Down,https://www.doordash.com/store/2305085/?pickup=false,1.1,4.4,32,Toronto,$,European,German
1910,Hai Cup,https://www.doordash.com/store/2219329/?pickup=false,1.1,4.8,11,Toronto,$$,,
1911,Bloom Cafe,https://www.doordash.com/store/23227757/?pickup=false,1.2,5,1,Toronto,$$,,
1912,YGO Lab,https://www.doordash.com/store/931525/?pickup=false,1.6,4.9,48,Toronto,$$,,
1913,Ethio-Eri Cafe,https://www.doordash.com/store/1773932/?pickup=false,1,4.6,22,Toronto,$$,African,Ethiopian
1914,Sweetie Pie,https://www.doordash.com/store/1663857/?pickup=false,0.9,4.6,31,Toronto,$$,,
1915,Grange Green Farms,https://www.doordash.com/convenience/store/2609127/?pickup=false,0.8,5,1,Toronto,$$,,
1916,Kuni Sushi Ya,https://www.doordash.com/store/178992/?pickup=false,1,4.3,20,Toronto,$$,East Asian,Japanese
1917,Acai Concept,https://www.doordash.com/store/814740/?pickup=false,1.2,4.6,223,Toronto,$$,,
1918,Second Cup,https://www.doordash.com/store/2243042/?pickup=false,0.2,4.8,1,Toronto,$$,,
1919,The Wing Shop,https://www.doordash.com/store/1191831/?pickup=false,1.3,4.4,97,Toronto,$$,,
1920,Bake Code,https://www.doordash.com/store/1267705/?pickup=false,1.7,4.7,209,Toronto,$$,,
1921,Raijin Ramen,https://www.doordash.com/store/30220/?pickup=false,1.6,4.6,520,Toronto,$$,,
1922,Thindi Cafe,https://www.doordash.com/store/1696064/?pickup=false,1.3,4.6,424,Toronto,$$,,
1923,Mr.Tonkatsu,https://www.doordash.com/store/44632/?pickup=false,1.6,4.7,770,Toronto,$$,East Asian,Japanese
1924,Kensington Brewing Co,https://www.doordash.com/store/2361325/?pickup=false,1.2,4.9,93,Toronto,$$,,
1925,Koh Samui,https://www.doordash.com/store/1080332/?pickup=false,0.9,4.5,174,Toronto,$$,,
1926,Petros82,https://www.doordash.com/store/2774310/?pickup=false,0.4,4.3,1,Toronto,$$,,
1927,Crepe Delicious,https://www.doordash.com/store/1436192/?pickup=false,1.4,4.4,72,Toronto,$,,
1928,Potluck Restaurant,https://www.doordash.com/store/2862542/?pickup=false,1.2,3.5,1,Toronto,$$,,
1929,Dundas Shawarma,https://www.doordash.com/store/322974/?pickup=false,1.2,3.7,267,Toronto,$,Latin American & Global Fusion,Mediterranean
1930,Liuyishou Hot Pot ,https://www.doordash.com/store/1179531/?pickup=false,0.8,4.7,76,Toronto,$$,East Asian,Chinese
1931,KO'OX HANA',https://www.doordash.com/store/542458/?pickup=false,1.1,4.4,77,Toronto,$$,North American,Mexican
1932,Dolce Gelato,https://www.doordash.com/store/22982951/?pickup=false,1.1,4.7,1,Toronto,$,,
1933,ZERO ZERO PIZZA,https://www.doordash.com/store/23173130/?pickup=false,0.4,,1,Toronto,$$,,
1934,Dim Sum Queen Seafood Restaurant ¹åä¹®¶,https://www.doordash.com/store/1722098/?pickup=false,1,4.2,38,Toronto,$$,East Asian,Chinese
1935,Annalakshmi Mississauga,https://www.doordash.com/store/1447011/?pickup=false,0.2,4.3,650,Toronto,$$,South Asian,Indian
1936,MrBeast Burger,https://www.doordash.com/store/1507203/?pickup=false,0.11,4.5,215,Toronto,$,,
1937,Freshslice Pizza,https://www.doordash.com/store/1300937/?pickup=false,0.8,4.7,209,Toronto,$$,European,Italian
1938,Brioche DorÃ©e,https://www.doordash.com/store/1361882/?pickup=false,1.5,4.9,126,Toronto,$$,,
1939,gyro city,https://www.doordash.com/store/2856797/?pickup=false,1.1,4.5,129,Toronto,$$,,
1940,Pop Health Bar,https://www.doordash.com/store/1528263/?pickup=false,0.5,4.8,34,Toronto,$$,,
1941,Big Fat Burrito,https://www.doordash.com/store/30183/?pickup=false,1.2,4.7,111,Toronto,$$,North American,Mexican
1942,Fruta libre,https://www.doordash.com/store/1336807/?pickup=false,1.1,4.1,15,Toronto,$$,North American,Mexican
1943,Ghost Chicken Ossington,https://www.doordash.com/store/2824965/?pickup=false,1.6,4.5,60,Toronto,$$,,
1944,Sashimi Island,https://www.doordash.com/store/52540/?pickup=false,1.6,4.2,289,Toronto,$$,East Asian,Japanese
1945,Choco Churros,https://www.doordash.com/store/1251365/?pickup=false,1.2,4,31,Toronto,$$,,
1946,Banh Mi Ba Le,https://www.doordash.com/store/2238738/?pickup=false,0.9,4.4,25,Toronto,$$,Southeast Asian,Vietnamese
1947,Charlie's Mac and Cheese,https://www.doordash.com/store/1342243/?pickup=false,1.6,3,15,Toronto,$$,,
1948,Wings & Things,https://www.doordash.com/store/649584/?pickup=false,0.11,4.4,69,Toronto,$,North American,American
1949,INS Market,https://www.doordash.com/convenience/store/1876468/?pickup=false,0.4,4.1,16,Toronto,$$,,
1950,Wings Express,https://www.doordash.com/store/1342253/?pickup=false,1.6,3,1,Toronto,$$,,
1951,Pastor Taco,https://www.doordash.com/store/1826101/?pickup=false,1.7,4,1,Toronto,$$,North American,Mexican
1952,Tacos 101,https://www.doordash.com/store/2376442/?pickup=false,1.1,4.2,17,Toronto,$$,North American,Mexican
1953,American Eclectic Burger,https://www.doordash.com/store/649600/?pickup=false,0.11,4.5,28,Toronto,$,North American,American
1954,La Cevicheria Bar & Grill,https://www.doordash.com/store/2250668/?pickup=false,1.2,3.8,1,Toronto,$$,,
1955,George's Pizza and Panzerotto,https://www.doordash.com/store/358256/?pickup=false,1.4,4.5,31,Toronto,$$,European,Italian
1956,Mengrai Gourmet Thai,https://www.doordash.com/store/30226/?pickup=false,1.4,4.4,210,Toronto,$$,Southeast Asian,Thai
1957,Samrat Indian Cuisine,https://www.doordash.com/store/1054367/?pickup=false,1.6,4.1,418,Toronto,$$,South Asian,Indian
1958,Burger Drops,https://www.doordash.com/store/1743024/?pickup=false,1.6,4.7,230,Toronto,$$,North American,American
1959,Mofercoffee,https://www.doordash.com/store/2248502/?pickup=false,1.4,4.3,12,Toronto,$$,,
1960,Lazeez Shawarma,https://www.doordash.com/store/23034250/?pickup=false,1.4,4,162,Toronto,$$,,
1961,Abu Hummus,https://www.doordash.com/store/1159679/?pickup=false,1.1,4.7,118,Toronto,$$,,
1962,Bourbon St Grill,https://www.doordash.com/store/2855848/?pickup=false,1,4.5,43,Toronto,$$,,
1963,Desserts ft. The Cheesecake Factory Bakery,https://www.doordash.com/store/1455241/?pickup=false,1.6,4.6,134,Toronto,$$,,
1964,Moon Palace Authentic Cantonese Cuisine ç²µå,https://www.doordash.com/store/1343493/?pickup=false,1.1,4.7,110,Toronto,$$,North American,Canadian
1965,South Street Burger,https://www.doordash.com/store/1281681/?pickup=false,0.2,4.4,193,Toronto,$$,,
1966,fushimi sushi,https://www.doordash.com/store/1269914/?pickup=false,1.7,4.7,264,Toronto,$$,East Asian,Japanese
1967,Another Wing By DJ Khaled,https://www.doordash.com/store/2430585/?pickup=false,0.11,4.1,27,Toronto,$,North American,American
1968,New Lanzhou Noodle °åå·,https://www.doordash.com/store/1208137/?pickup=false,1,4.1,27,Toronto,$$,East Asian,Chinese
1969,Westown Chinese Food,https://www.doordash.com/store/1344818/?pickup=false,1.6,4,56,Toronto,$$,East Asian,Chinese
1970,Nari Sushi (King St),https://www.doordash.com/store/358426/?pickup=false,1.3,4.4,22,Toronto,$$,East Asian,Japanese
1971,Man vs Fries,https://www.doordash.com/store/1525635/?pickup=false,0.11,4.5,150,Toronto,$,,
1972,Takoyaki6ix,https://www.doordash.com/store/2619062/?pickup=false,1.1,4.8,14,Toronto,$$,East Asian,Japanese
1973,Hangry Burger,https://www.doordash.com/store/64015/?pickup=false,1.4,4.3,640,Toronto,$$,North American,American
1974,Rebel Wings,https://www.doordash.com/store/2242896/?pickup=false,0.11,4.5,14,Toronto,$,North American,American
1975,Liberty Village Market & Cafe,https://www.doordash.com/store/1008245/?pickup=false,1.6,4.6,59,Toronto,$$,,
1976,Beefing with 7 HongKong Style Cuisine ä¸æ¸±¤,https://www.doordash.com/store/1461231/?pickup=false,1.1,4.5,66,Toronto,$$,East Asian,Chinese
1977,Lebanese Garden,https://www.doordash.com/store/1250852/?pickup=false,1.3,4.3,130,Toronto,$$,Middle Eastern,Lebanese
1978,Penny's Hot Chicken,https://www.doordash.com/store/23140231/?pickup=false,1.2,5,1,Toronto,$$,North American,American
1979,Chung Chun Rice Dog,https://www.doordash.com/store/2303003/?pickup=false,1,4.6,100,Toronto,$$,East Asian,Korean
1980,Ono Poke Bar,https://www.doordash.com/store/1376671/?pickup=false,1.3,4.7,143,Toronto,$$,East Asian,Asian
1981,Tianjin Auntie's Steamed Bun å¤©æ´¥¿å§¨,https://www.doordash.com/store/1755759/?pickup=false,0.9,4.5,16,Toronto,$$,,
1982,Tres compadres,https://www.doordash.com/store/1345672/?pickup=false,0.4,4.5,253,Toronto,$$,North American,Mexican
1983,Wok To Go,https://www.doordash.com/store/1342234/?pickup=false,1.6,4.2,68,Toronto,$$,East Asian,Chinese
1984,Carlton Restaurant at the Holiday Inn Downtown Centre,https://www.doordash.com/store/1498203/?pickup=false,1.4,,1,Toronto,$$,,
1985,The Suya Spot Bistro,https://www.doordash.com/store/2479952/?pickup=false,1.1,4.6,45,Toronto,$$,African,African
1986,Quesada Burritos & Tacos,https://www.doordash.com/store/2828114/?pickup=false,1.4,3.8,34,Toronto,$,North American,Mexican
1987,My Sushi,https://www.doordash.com/store/2912483/?pickup=false,1,4.7,11,Toronto,$$,East Asian,Japanese
1988,Super Chicken,https://www.doordash.com/store/2477384/?pickup=false,1.6,4.9,64,Toronto,$$,,
1989,Rikki Tikki,https://www.doordash.com/store/2859404/?pickup=false,1,4.4,60,Toronto,$$,South Asian,Indian
1990,Kibo Sushi,https://www.doordash.com/store/1651092/?pickup=false,0.13,4.7,317,Toronto,$$,East Asian,Japanese
1991,Mangia & Bevi,https://www.doordash.com/store/52796/?pickup=false,1.3,4.3,28,Toronto,$$,European,Italian
1992,Blaze Pizza,https://www.doordash.com/store/23046284/?pickup=false,1.1,4.7,58,Toronto,$$,,
1993,Souvlaki House,https://www.doordash.com/store/333763/?pickup=false,0.8,4.1,82,Toronto,$,European,Greek
1994,Big Rock Brewery,https://www.doordash.com/store/1124165/?pickup=false,1.6,4.9,630,Toronto,$$,,
1995,Cumin Fine Indian Kitchen,https://www.doordash.com/store/22995278/?pickup=false,1.6,4.6,97,Toronto,$$,South Asian,Indian
1996,Gyro Bar! Souvlaki Kitchen,https://www.doordash.com/store/2066034/?pickup=false,1.1,4.6,58,Toronto,$$,,
1997,Loose Moose,https://www.doordash.com/store/1018501/?pickup=false,0.3,4.1,10,Toronto,$$,North American,American
1998,On Third Gelato,https://www.doordash.com/store/1722407/?pickup=false,0.9,5,16,Toronto,$$,,
1999,Heavenly Perogy,https://www.doordash.com/store/715601/?pickup=false,1.2,4.6,135,Toronto,$$,European,Ukrainian
2000,Ida's Cookies,https://www.doordash.com/store/1377803/?pickup=false,1.3,4,31,Toronto,$$$$,European,French
2001,Joe Bird,https://www.doordash.com/store/359932/?pickup=false,0.5,4.4,31,Toronto,$$,,
2002,Boston Pizza,https://www.doordash.com/store/946296/?pickup=false,0.17,4.3,530,Toronto,$$,,
2003,Mr Eater,https://www.doordash.com/store/2603520/?pickup=false,1,4.2,1,Toronto,$$,,
2004,Mr Eater,https://www.doordash.com/store/2603520/?pickup=false,1,4.2,1,Toronto,$$,,
2005,Soulful Delish,https://www.doordash.com/store/23455390/?pickup=false,1.2,,1,Toronto,$$,,
2006,Quick Pita,https://www.doordash.com/store/872235/?pickup=false,1.4,3.4,26,Toronto,$$,Middle Eastern,Lebanese
2007,Aya260sushi,https://www.doordash.com/store/1771886/?pickup=false,1.2,4.9,39,Toronto,$$,East Asian,Japanese
2008,Monster's Inc,https://www.doordash.com/store/23015407/?pickup=false,1.2,4.9,10,Toronto,$$,,
2009,Mabu generation downtown,https://www.doordash.com/store/1389154/?pickup=false,1.6,4.6,115,Toronto,$$,East Asian,Taiwanese
2010,Shawarma Max,https://www.doordash.com/store/2704565/?pickup=false,1.2,4,10,Toronto,$$,,
2011,MTL Smoked,https://www.doordash.com/store/919308/?pickup=false,1.3,4.8,40,Toronto,$$,North American,American
2012,Kakuya,https://www.doordash.com/store/22931598/?pickup=false,1,,1,Toronto,$$,East Asian,Japanese
2013,MY POKE,https://www.doordash.com/store/22931593/?pickup=false,1,,1,Toronto,$$,East Asian,Japanese
2014,Taste of Guang Xi å¹¿è¥¿äº,https://www.doordash.com/store/1088154/?pickup=false,1.1,4.4,19,Toronto,$$,East Asian,Chinese
2015,Tsujiri,https://www.doordash.com/store/714858/?pickup=false,0.9,5,1,Toronto,$,,
2016,Oriental Taste,https://www.doordash.com/store/1344820/?pickup=false,1.6,4.6,15,Toronto,$,East Asian,Chinese
