,restaurant,url,distance,star,num_reviews,city,price_range,cuisine,cuisine_label
918,Restaurant Chillax,https://www.doordash.com/store/2223651/?pickup=false,23,4.7,202,Montreal,$$,East Asian,Japanese
919,Cafe et CrÃªpe,https://www.doordash.com/store/758884/?pickup=false,19,4.3,34,Montreal,$$,,
920,Milton B,https://www.doordash.com/store/714545/?pickup=false,24,4.4,312,Montreal,$$,,
921,Ugo Pizzeria,https://www.doordash.com/store/1877434/?pickup=false,21,3.8,1,Montreal,$$,,
922,Yifang Fruit Tea Chinatown Montreal,https://www.doordash.com/store/2632396/?pickup=false,23,4,1,Montreal,$$,East Asian,Chinese
923,Columbus CafÃ©,https://www.doordash.com/store/2455514/?pickup=false,19,4.5,15,Montreal,$$,,
924,Asoo restaurant,https://www.doordash.com/store/1853192/?pickup=false,19,4,1,Montreal,$$,,
925,Chez Maxim Oriental,https://www.doordash.com/store/714324/?pickup=false,26,3.9,29,Montreal,$$,East Asian,Chinese
926,Tipsy Cow,https://www.doordash.com/store/692062/?pickup=false,27,4.4,116,Montreal,$,,
927,Resto SÃ©oul,https://www.doordash.com/store/695724/?pickup=false,28,4.6,109,Montreal,$$,East Asian,Korean
928,Tampopo,https://www.doordash.com/store/629851/?pickup=false,30,4.3,259,Montreal,$$,,
929,Mr. Puffs,https://www.doordash.com/store/23004245/?pickup=false,17,4.7,122,Montreal,$$,,
930,Kabiga ThÃ© (St Catherine Ouest),https://www.doordash.com/store/1000684/?pickup=false,21,4.8,125,Montreal,$$,,
931,McGill pizza enr,https://www.doordash.com/store/995491/?pickup=false,19,4.4,43,Montreal,$$,European,Italian
932,Da Giovanni,https://www.doordash.com/store/1521619/?pickup=false,22,4.6,28,Montreal,$$,European,Italian
933,Fisshu,https://www.doordash.com/store/1339295/?pickup=false,25,4.4,810,Montreal,$$,East Asian,Japanese
934,Station Berlin,https://www.doordash.com/store/720863/?pickup=false,29,4.4,132,Montreal,$,European,German
935,Second Pizza,https://www.doordash.com/store/1606711/?pickup=false,21,4.4,1,Montreal,$$,European,Italian
936,La Baguette Farcie (Rue Saint-Louis),https://www.doordash.com/store/1169905/?pickup=false,26,4.4,304,Montreal,$$,European,Italian
937,RESTAURANT ARTIGIANI,https://www.doordash.com/store/630218/?pickup=false,25,4.3,104,Montreal,$$,European,Italian
938,Restaurant Copoli 2,https://www.doordash.com/store/680451/?pickup=false,25,3.5,46,Montreal,$$,European,Italian
939,Lakshana's Chettinad Indian Restaurant,https://www.doordash.com/store/1692285/?pickup=false,24,4.2,156,Montreal,$$,South Asian,Indian
940,Pizzeria Moretti,https://www.doordash.com/store/1749236/?pickup=false,21,3.6,1,Montreal,$$,European,Italian
941,Maynard,https://www.doordash.com/store/1002894/?pickup=false,28,4.6,426,Montreal,$$,,
942,Flat Belly Deli Halal,https://www.doordash.com/store/23362147/?pickup=false,19,4,1,Montreal,$$,,
943,Saint-Houblon Quartier Latin,https://www.doordash.com/store/894282/?pickup=false,29,4.2,38,Montreal,$$,,
944,Couche-Tard,https://www.doordash.com/convenience/store/1343959/?pickup=false,14,4,28,Montreal,$$,,
945,Madina Supermaket,https://www.doordash.com/convenience/store/1509154/?pickup=false,24,4.3,140,Montreal,$$,,
946,Cacao 70,https://www.doordash.com/store/2837799/?pickup=false,26,4.5,68,Montreal,$$,,
947,Kafe Kafta,https://www.doordash.com/store/970980/?pickup=false,27,4.4,24,Montreal,$$,,
948,Chatime Chinatown,https://www.doordash.com/store/1438218/?pickup=false,21,4.3,30,Montreal,$$,,
949,La Belle Et La Boeuf,https://www.doordash.com/store/640506/?pickup=false,30,4.2,242,Montreal,$$,,
950,Good Reason,https://www.doordash.com/store/1635262/?pickup=false,24,4.6,205,Montreal,$$,,
951,Boom J`S Cuisine,https://www.doordash.com/store/708104/?pickup=false,29,4.5,760,Montreal,$$,North American,Jamaican
952,Roasters Rotisseries & Bar,https://www.doordash.com/store/636014/?pickup=false,30,4.3,88,Montreal,$$,,
953,L'Academie (Crescent),https://www.doordash.com/store/718993/?pickup=false,25,4.2,106,Montreal,$$,,
954,Escondite Vieux MontrÃ©al,https://www.doordash.com/store/957461/?pickup=false,28,4.6,318,Montreal,$$,North American,Mexican
955,Chez-Devi,https://www.doordash.com/store/702934/?pickup=false,27,4.3,453,Montreal,$$,South Asian,Indian
956,Royal Biryani Restaurant,https://www.doordash.com/store/1172096/?pickup=false,21,3.9,54,Montreal,$$,South Asian,Indian
957,Spicy Noodle Express,https://www.doordash.com/store/1224775/?pickup=false,27,4.3,153,Montreal,$$,East Asian,Chinese
958,Rumi,https://www.doordash.com/store/629945/?pickup=false,26,4.2,68,Montreal,$$,Middle Eastern,Middle Eastern
959,Restaurant Shanghai Grill (Rue Sainte-Catherine O),https://www.doordash.com/store/630107/?pickup=false,25,4.3,47,Montreal,$$,East Asian,Chinese
960,Lotus Plus - Centre des mets chinois  MontrÃ©al,https://www.doordash.com/store/1213038/?pickup=false,30,4.5,510,Montreal,$$,,
961,Jardin Du Cerf,https://www.doordash.com/store/1321774/?pickup=false,22,4.9,10,Montreal,$$,,
962,Chez anna,https://www.doordash.com/store/1333254/?pickup=false,28,4.8,52,Montreal,$$,,
963,Tim Hortons,https://www.doordash.com/store/1042379/?pickup=false,17,3.7,69,Montreal,$$,North American,Canadian
964,Casina,https://www.doordash.com/store/1416719/?pickup=false,29,4.6,273,Montreal,$$,European,Italian
965,Sho-Dan,https://www.doordash.com/store/630135/?pickup=false,24,4.8,56,Montreal,$$,East Asian,Japanese
966,La Belle CorÃ©e,https://www.doordash.com/store/1100639/?pickup=false,29,4.3,198,Montreal,$$,East Asian,Korean
967,Venice,https://www.doordash.com/store/714874/?pickup=false,27,4.7,222,Montreal,$$,,
968,Make a Shake,https://www.doordash.com/store/1659151/?pickup=false,23,4.2,31,Montreal,$$,,
969,Pizza City,https://www.doordash.com/store/708060/?pickup=false,28,3.9,106,Montreal,$$,,
970,Pub Lord William,https://www.doordash.com/store/714662/?pickup=false,26,4.6,34,Montreal,$$,,
971,Restaurant les Traditions Mediterranean,https://www.doordash.com/store/1334538/?pickup=false,25,4.6,138,Montreal,$$,Latin American & Global Fusion,Mediterranean
972,Mai Xiang Yuan Dumpling,https://www.doordash.com/store/629842/?pickup=false,26,4.6,113,Montreal,$$,East Asian,Chinese
973,UNIBURGER,https://www.doordash.com/store/1736951/?pickup=false,29,4.5,232,Montreal,$$,,
974,Bistro Thanjai,https://www.doordash.com/store/877467/?pickup=false,25,4.3,670,Montreal,$$,South Asian,Indian
975,Nouilles Lacai 1966,https://www.doordash.com/store/698668/?pickup=false,25,4.6,118,Montreal,$$,Southeast Asian,Vietnamese
976,Green Gazoline Burger,https://www.doordash.com/store/23095005/?pickup=false,25,4.4,15,Montreal,$$,,
977,Resto Pho Cali,https://www.doordash.com/store/2401945/?pickup=false,21,4.5,73,Montreal,$$,Southeast Asian,Vietnamese
978,Dagwoods,https://www.doordash.com/store/2605092/?pickup=false,29,4.6,82,Montreal,$$,,
979,Nagoya Sushi,https://www.doordash.com/store/1009293/?pickup=false,26,4.5,53,Montreal,$$,East Asian,Japanese
980,Bello,https://www.doordash.com/store/630243/?pickup=false,26,4.7,39,Montreal,$$,European,Italian
981,Napoli Pizzeria,https://www.doordash.com/store/714574/?pickup=false,26,4.3,180,Montreal,$$,European,Italian
982,Pizza Bella,https://www.doordash.com/store/1171989/?pickup=false,24,4.1,97,Montreal,$,,
983,Restaurant Chez Chen,https://www.doordash.com/store/629710/?pickup=false,29,4.6,42,Montreal,$$,East Asian,Chinese
984,Le Poke Station,https://www.doordash.com/store/2382012/?pickup=false,23,4.8,218,Montreal,$$,,
985,Station Berlin,https://www.doordash.com/store/1509206/?pickup=false,28,4.3,150,Montreal,$$,European,German
986,Vargas Steakhouse,https://www.doordash.com/store/966204/?pickup=false,29,4.4,110,Montreal,$$,,
987,SÃ©same,https://www.doordash.com/store/1164014/?pickup=false,25,4.4,72,Montreal,$$,,
988,Paradise Biryani Pointe,https://www.doordash.com/store/630018/?pickup=false,21,4,880,Montreal,$$,South Asian,Indian
989,Olu Olu Poke,https://www.doordash.com/store/23004054/?pickup=false,28,4.6,34,Montreal,$$,North American,Hawaiian
990,Smile Restaurant,https://www.doordash.com/store/714778/?pickup=false,29,4.5,34,Montreal,$$,,
991,Restaurant Krood,https://www.doordash.com/store/2496906/?pickup=false,25,4.7,10,Montreal,$$,European,French
992,Oh Dumplings,https://www.doordash.com/store/748372/?pickup=false,30,4.4,52,Montreal,$$,East Asian,Chinese
993,Fang Chi,https://www.doordash.com/store/1513417/?pickup=false,26,4.5,176,Montreal,$$,East Asian,Chinese
994,Sham,https://www.doordash.com/store/921742/?pickup=false,29,4.8,234,Montreal,$$,,
995,Sweet Girl,https://www.doordash.com/store/1098057/?pickup=false,25,4.3,67,Montreal,$$,,
996,A&W Canada,https://www.doordash.com/store/1838326/?pickup=false,16,4.6,114,Montreal,$$,North American,Canadian
997,Restaurant Amir,https://www.doordash.com/store/638111/?pickup=false,22,4,145,Montreal,$$,,
998,Baguette Brochette,https://www.doordash.com/store/23160784/?pickup=false,28,4.7,17,Montreal,$$,,
999,Chic Choc Burger,https://www.doordash.com/store/1464571/?pickup=false,24,4.3,21,Montreal,$$,,
1000,Coco fresh tea and juice,https://www.doordash.com/store/2561464/?pickup=false,23,4.6,18,Montreal,$$,,
1001,St-Hubert,https://www.doordash.com/store/821025/?pickup=false,27,4.2,820,Montreal,$$,European,French
1002,Golden Thali,https://www.doordash.com/store/1251244/?pickup=false,26,4.2,184,Montreal,$$,,
1003,Yo Mama's Burgers,https://www.doordash.com/store/1212452/?pickup=false,28,4,32,Montreal,$$,,
1004,Le 5 Mai DÃ©jeuners Mexicains Et Plus,https://www.doordash.com/store/2306876/?pickup=false,30,4.7,253,Montreal,$$,North American,Mexican
1005,Pizza Dany,https://www.doordash.com/store/2252067/?pickup=false,23,4.2,55,Montreal,$,,
1006,Les DÃ©lices Sirar,https://www.doordash.com/store/1459305/?pickup=false,25,4.5,51,Montreal,$$,African,Moroccan
1007,Tzatziki Brothers,https://www.doordash.com/store/23196648/?pickup=false,28,5,1,Montreal,$$,,
1008,Palme,https://www.doordash.com/store/1019515/?pickup=false,30,4.7,132,Montreal,$$,North American,Caribbean
1009,ThÃ© PerlÃ©,https://www.doordash.com/store/22966135/?pickup=false,30,5,1,Montreal,$$,,
1010,Mango Bay Resto Bar,https://www.doordash.com/store/1645664/?pickup=false,22,4.7,82,Montreal,$$,North American,Jamaican
1011,Jade,https://www.doordash.com/store/1608827/?pickup=false,27,4.3,131,Montreal,$$,East Asian,Chinese
1012,Restaurant Fung Shing (Boul Saint-Laurent),https://www.doordash.com/store/1065301/?pickup=false,24,4.6,80,Montreal,$$,East Asian,Chinese
1013,Royal Sushi,https://www.doordash.com/store/1595647/?pickup=false,25,4.7,43,Montreal,$$,East Asian,Japanese
1014,Phyllo Bar Melina's,https://www.doordash.com/store/1788960/?pickup=false,28,4.9,88,Montreal,$$,,
1015,Cantine Emilia,https://www.doordash.com/store/1070047/?pickup=false,28,4.3,35,Montreal,$$,,
1016,The Dumpling Hut,https://www.doordash.com/store/714824/?pickup=false,27,4.7,89,Montreal,$$,,
1017,Restaurant La Toile,https://www.doordash.com/store/2642822/?pickup=false,27,4.9,20,Montreal,$$,European,French
1018,Vargas Sushi Bar,https://www.doordash.com/store/966233/?pickup=false,24,4.2,1,Montreal,$$,,
1019,BABACOOL MTL,https://www.doordash.com/store/23308484/?pickup=false,24,5,1,Montreal,$$,Latin American & Global Fusion,Mediterranean
1020,My Canh,https://www.doordash.com/store/1015154/?pickup=false,25,4.5,72,Montreal,$$,,
1021,Nouilles Dragon,https://www.doordash.com/store/23364817/?pickup=false,26,,1,Montreal,$$,,
1022,Restaurant Zaika,https://www.doordash.com/store/629720/?pickup=false,29,4.4,21,Montreal,$$,,
1023,Hero Certified Burgers,https://www.doordash.com/store/1597465/?pickup=false,22,4.3,67,Montreal,$$,,
1024,Le Gras Dur,https://www.doordash.com/store/23216647/?pickup=false,26,,1,Montreal,$$,,
1025,Benny & Co.,https://www.doordash.com/store/1663985/?pickup=false,24,4.4,300,Montreal,$$,European,French
1026,Szechwan et Nouilles,https://www.doordash.com/store/1616447/?pickup=false,27,4.2,70,Montreal,$$,East Asian,Chinese
1027,Laurier BBQ,https://www.doordash.com/store/22929737/?pickup=false,27,4.6,13,Montreal,$$,,
1028,Delicieux,https://www.doordash.com/store/1174285/?pickup=false,27,4.7,38,Montreal,$$,,
1029,Basha,https://www.doordash.com/store/1267718/?pickup=false,17,3.5,11,Montreal,$$,Middle Eastern,Lebanese
1030,POKE ICI,https://www.doordash.com/store/2605309/?pickup=false,27,5,43,Montreal,$$,,
1031,POKE FIJI,https://www.doordash.com/store/1322828/?pickup=false,29,4.6,91,Montreal,$$,East Asian,Japanese
1032,CafÃ© - PÃ¢tisserie - Traiteur le M,https://www.doordash.com/store/1488658/?pickup=false,25,4.8,20,Montreal,$$,,
1033,Toro Rosso,https://www.doordash.com/store/970881/?pickup=false,26,4.3,39,Montreal,$$,European,Italian
1034,Slice & Soda,https://www.doordash.com/store/1749527/?pickup=false,29,4.5,100,Montreal,$$,European,Italian
1035,P23 dumplings- The Point,https://www.doordash.com/store/2605803/?pickup=false,29,4.5,50,Montreal,$$,East Asian,Chinese
1036,Teochew Foodie,https://www.doordash.com/store/23009056/?pickup=false,28,5,1,Montreal,$$,East Asian,Chinese
1037,Rotisserie Mile End,https://www.doordash.com/store/1526971/?pickup=false,30,4.5,76,Montreal,$$,,
1038,Roi du taco express,https://www.doordash.com/store/1670534/?pickup=false,28,4.5,12,Montreal,$$,North American,Mexican
1039,Trattoria Trestevere,https://www.doordash.com/store/989852/?pickup=false,26,4.1,1,Montreal,$$,European,Italian
1040,Restaurant Tivoli Bardo,https://www.doordash.com/store/2732511/?pickup=false,29,4.1,13,Montreal,$$,European,French
1041,College Cafe,https://www.doordash.com/store/1801782/?pickup=false,26,4.3,1,Montreal,$$,,
1042,MarchÃ© Sushi Poke,https://www.doordash.com/store/1335801/?pickup=false,30,4.5,95,Montreal,$$,,
1043,Jugo Juice,https://www.doordash.com/store/2554750/?pickup=false,18,4.9,12,Montreal,$$,,
1044,Valentine,https://www.doordash.com/store/1101949/?pickup=false,19,3.9,113,Montreal,$$,,
1045,Bubble Tea Shop,https://www.doordash.com/store/23153377/?pickup=false,20,,1,Montreal,$$,,
1046,Le Petit Vibe,https://www.doordash.com/store/23351004/?pickup=false,28,4.8,1,Montreal,$$,Southeast Asian,Filipino
1047,La Scampia,https://www.doordash.com/store/1448771/?pickup=false,28,1,1,Montreal,$$,European,Italian
1048,La Fabrique de Bagel Montreal,https://www.doordash.com/store/1040319/?pickup=false,26,4.6,27,Montreal,$$,,
1049,G.O.A.T. Grill,https://www.doordash.com/store/1520490/?pickup=false,28,4.6,107,Montreal,$$,,
1050,Poutine Lafleur (3665 Rue Wellington),https://www.doordash.com/store/1154426/?pickup=false,30,4.3,46,Montreal,$$,,
1051,Depanneur Snackzilla,https://www.doordash.com/store/2274435/?pickup=false,30,4.6,15,Montreal,$$,North American,American
1052,Junior,https://www.doordash.com/store/1215931/?pickup=false,28,4.7,97,Montreal,$$,Southeast Asian,Filipino
1053,La Morelia Restaurant,https://www.doordash.com/store/1180196/?pickup=false,27,4.3,10,Montreal,$$,North American,Mexican
1054,Le Gout Du Vietnam,https://www.doordash.com/store/714481/?pickup=false,29,4.3,67,Montreal,$$,Southeast Asian,Vietnamese
1055,"Eurovap - Munchies, Snacks & Sodas Exotiques",https://www.doordash.com/store/1872277/?pickup=false,27,4.7,23,Montreal,$$,,
1056,Shushu Bar a Poke + Sushi,https://www.doordash.com/store/23128778/?pickup=false,28,4.7,11,Montreal,$$,East Asian,Japanese
1057,Copper Branch,https://www.doordash.com/store/1314864/?pickup=false,18,4.6,100,Montreal,$$,,
1058,Sugar Marmalade,https://www.doordash.com/store/2608028/?pickup=false,29,3.8,19,Montreal,$$,East Asian,Asian
1059,La Marinara Express,https://www.doordash.com/store/1464608/?pickup=false,25,4.8,1,Montreal,$$,,
1060,Restaurant Asha,https://www.doordash.com/store/990250/?pickup=false,29,4,1,Montreal,$$,South Asian,Indian
1061,Steak Frites,https://www.doordash.com/store/2055114/?pickup=false,28,4.2,13,Montreal,$$,,
1062,Lattuca Barbecue,https://www.doordash.com/store/629991/?pickup=false,30,4.5,22,Montreal,$$,,
1063,Fiorella,https://www.doordash.com/store/2704791/?pickup=false,27,3,1,Montreal,$$,European,Italian
1064,Grillades Torino,https://www.doordash.com/store/1090872/?pickup=false,24,4.3,213,Montreal,$$,Latin American & Global Fusion,Mediterranean
1065,Second Cup,https://www.doordash.com/store/2355632/?pickup=false,21,4.1,17,Montreal,$$,,
1066,La Diperie,https://www.doordash.com/store/2663415/?pickup=false,25,4.5,35,Montreal,$$,,
1067,Hooters,https://www.doordash.com/store/1090867/?pickup=false,25,3.6,271,Montreal,$$,,
1068,KÃ¼to Comptoir  Tartares,https://www.doordash.com/store/937162/?pickup=false,27,4.6,107,Montreal,$$,,
1069,The Cheesecake Factory Bakery at La Diperie,https://www.doordash.com/store/1357336/?pickup=false,27,4.6,57,Montreal,$$,,
1070,Van Houtte,https://www.doordash.com/store/1108398/?pickup=false,27,4.3,77,Montreal,$$,,
1071,Rocky Mtn Chocolate,https://www.doordash.com/store/842736/?pickup=false,24,4.7,19,Montreal,$$,,
1072,Wally's CrÃ¨me GlacÃ©e VÃ©gane,https://www.doordash.com/store/1723543/?pickup=false,25,5,1,Montreal,$$,,
1073,Main Xiang Yuan,https://www.doordash.com/store/23166210/?pickup=false,21,,1,Montreal,$$,,
1074,Chop Crazy Gare Centrale,https://www.doordash.com/store/23214374/?pickup=false,23,,1,Montreal,$$,,
1075,Carre Confiseries (Peel St),https://www.doordash.com/store/1065458/?pickup=false,22,5,1,Montreal,$$,,
1076,Rhum Cafe,https://www.doordash.com/store/1245459/?pickup=false,25,3.6,1,Montreal,$,,
1077,Le Vieux Dublin Pub & Restaurant,https://www.doordash.com/store/748189/?pickup=false,26,5,1,Montreal,$$,European,Irish
1078,Ting Xang Dumpling,https://www.doordash.com/store/896476/?pickup=false,27,1,1,Montreal,$$,East Asian,Chinese
1079,SakÃ© Grillades,https://www.doordash.com/store/748341/?pickup=false,28,3.3,12,Montreal,$$,East Asian,Japanese
1080,Chicha Restaurant,https://www.doordash.com/store/2645063/?pickup=false,28,4,1,Montreal,$$,East Asian,Chinese
1081,Restaurant Pho Mont Royal,https://www.doordash.com/store/630022/?pickup=false,2.1,4.4,365,Montreal,$$,Southeast Asian,Vietnamese
1082,Eggspectation,https://www.doordash.com/store/879336/?pickup=false,0.11,4.4,467,Montreal,$$,North American,American
1083,Le Trou inc.,https://www.doordash.com/store/1168118/?pickup=false,1,4.7,136,Montreal,$$,,
1084,Just Pressed,https://www.doordash.com/store/629791/?pickup=false,0.3,4.7,161,Montreal,$$,,
1085,Les Glaceurs,https://www.doordash.com/store/748195/?pickup=false,0.6,4.5,238,Montreal,$$,,
1086,Freshii,https://www.doordash.com/store/786690/?pickup=false,0.8,4.5,163,Montreal,$$,,
1087,La Fabrique de Bagel,https://www.doordash.com/store/1050435/?pickup=false,1.1,4.5,550,Montreal,$$,,
1088,Tommy Cafe,https://www.doordash.com/store/896350/?pickup=false,1.2,4.4,81,Montreal,$$,,
1089,Pamplemousse Cafe,https://www.doordash.com/store/878586/?pickup=false,1.8,4.5,221,Montreal,$$,,
1090,Boba Boba,https://www.doordash.com/store/1083552/?pickup=false,0.5,4.5,154,Montreal,$$,,
1091,Restaurant Le Boucan,https://www.doordash.com/store/629740/?pickup=false,0.9,4.6,181,Montreal,$$,,
1092,Universel,https://www.doordash.com/store/748356/?pickup=false,0.8,4.5,86,Montreal,$$,,
1093,Meet Fresh,https://www.doordash.com/store/1783537/?pickup=false,0.3,4.7,183,Montreal,$$,,
1094,Presse CafÃ©,https://www.doordash.com/store/1048692/?pickup=false,0.3,3.6,1,Montreal,$$,,
1095,Restaurant Mr.DAKGALBI,https://www.doordash.com/store/1226034/?pickup=false,0.5,4.3,46,Montreal,$$,East Asian,Asian
1096,BIS,https://www.doordash.com/store/940020/?pickup=false,0.3,4.6,71,Montreal,$$,European,Italian
1097,Brioche DorÃ©e,https://www.doordash.com/store/783000/?pickup=false,1,4.2,37,Montreal,$,,
1098,Le Vieux St-Laurent,https://www.doordash.com/store/728893/?pickup=false,1.3,4.5,680,Montreal,$,,
1099,Burger FiancÃ©,https://www.doordash.com/store/1424196/?pickup=false,1,4.6,207,Montreal,$$,North American,American
1100,Au Pain DorÃ©,https://www.doordash.com/store/1005804/?pickup=false,0.3,4.6,42,Montreal,$$,,
1101,La Fabrique de Bagel - Westmount,https://www.doordash.com/store/1749601/?pickup=false,0.8,4.4,72,Montreal,$$,,
1102,Mizan gourmet,https://www.doordash.com/convenience/store/1351829/?pickup=false,0.2,4.1,180,Montreal,$$,,
1103,Cafe Vasco Da Gama,https://www.doordash.com/store/23036222/?pickup=false,0.3,5,1,Montreal,$$,,
1104,Noobox,https://www.doordash.com/store/776171/?pickup=false,1,4.1,16,Montreal,$$,Southeast Asian,Vietnamese
1105,Livia (1468 Peel St),https://www.doordash.com/store/891733/?pickup=false,0.3,4.5,35,Montreal,$$,,
1106,L2 Lounge (Rue De La Gauchetiere O),https://www.doordash.com/store/768740/?pickup=false,1.1,4.7,149,Montreal,$$,,
1107,Julian's Comptoir Gourmand,https://www.doordash.com/store/713835/?pickup=false,1.4,4.7,371,Montreal,$$,,
1108,Les Moulins La Fayette,https://www.doordash.com/store/884101/?pickup=false,1,4.4,11,Montreal,$$,,
1109,Sushiyo,https://www.doordash.com/store/1022508/?pickup=false,0.5,4.6,46,Montreal,$$,East Asian,Japanese
1110,The Bier Markt,https://www.doordash.com/store/1064941/?pickup=false,0.4,4.2,30,Montreal,$$,,
1111,Al-Taib Express,https://www.doordash.com/store/747997/?pickup=false,0.17,4.2,135,Montreal,$$,,
1112,Avesta Restaurant,https://www.doordash.com/store/1251150/?pickup=false,0.5,4.6,94,Montreal,$$,Middle Eastern,Turkish
1113,Les Brunchs de Mathieu,https://www.doordash.com/store/777585/?pickup=false,1.4,4.4,161,Montreal,$$,European,French
1114,Allo! Mon Coco,https://www.doordash.com/store/1390347/?pickup=false,0.3,4.6,378,Montreal,$$,,
1115,Cachitos,https://www.doordash.com/store/714299/?pickup=false,1.1,4.6,30,Montreal,$$,South American,Venezuelan
1116,Pizza Soleil,https://www.doordash.com/store/986796/?pickup=false,0.6,4.5,10,Montreal,$$,,
1117,Spirulina,https://www.doordash.com/store/2467075/?pickup=false,1.8,4.7,64,Montreal,$$,,
1118,Resto CafÃ© Oxford,https://www.doordash.com/store/693785/?pickup=false,2.5,4.6,305,Montreal,$$,,
1119,Farrouj Express,https://www.doordash.com/store/1325071/?pickup=false,0.8,4.6,97,Montreal,$$,Middle Eastern,Lebanese
1120,Sushi Ste-catherine,https://www.doordash.com/store/1354092/?pickup=false,0.3,4.6,76,Montreal,$$,East Asian,Japanese
1121,Snatch Restaurant,https://www.doordash.com/store/1154522/?pickup=false,1.6,4.3,117,Montreal,$$,,
1122,Barley,https://www.doordash.com/store/630219/?pickup=false,1.1,4.6,245,Montreal,$$,,
1123,Belle province familiale,https://www.doordash.com/store/1640957/?pickup=false,1.5,4.1,181,Montreal,$$,,
1124,Sushiman,https://www.doordash.com/store/881324/?pickup=false,0.4,4.6,28,Montreal,$,East Asian,Japanese
1125,5Senses,https://www.doordash.com/store/2415377/?pickup=false,0.8,,1,Montreal,$$,,
1126,Kame Snack-Bar,https://www.doordash.com/store/1022511/?pickup=false,1.8,4.6,65,Montreal,$$,North American,Hawaiian
1127,Les Grillades Du CÃ¨dre,https://www.doordash.com/store/742890/?pickup=false,1.3,4.5,1,Montreal,$$,Middle Eastern,Lebanese
1128,Pizzeria Heirloom,https://www.doordash.com/store/994145/?pickup=false,1.1,4.2,62,Montreal,$$,,
1129,Cafe Aunja,https://www.doordash.com/store/1048211/?pickup=false,0.08,4.9,190,Montreal,$$,,
1130,Peel Pub,https://www.doordash.com/store/2803538/?pickup=false,0.4,4.7,1,Montreal,$$,,
1131,Enoteca Monza Pizzeria Moderna,https://www.doordash.com/store/894303/?pickup=false,0.5,4.2,123,Montreal,$$,European,Italian
1132,Buffalo Bill Wings,https://www.doordash.com/store/2499626/?pickup=false,1.3,4.2,85,Montreal,$$,,
1133,Metro Cellular / SIM Cards,https://www.doordash.com/store/2230340/?pickup=false,1.4,5,1,Montreal,$$,,
1134,La Fabrique,https://www.doordash.com/store/1185012/?pickup=false,1.4,4.7,98,Montreal,$$,,
1135,Breizh Cafe - CrÃªperie Bretonne,https://www.doordash.com/store/1380198/?pickup=false,1.3,4.8,71,Montreal,$$,,
1136,Cora,https://www.doordash.com/store/1275570/?pickup=false,0.3,4.5,294,Montreal,$$,,
1137,Atti Express,https://www.doordash.com/store/778918/?pickup=false,0.9,4.8,40,Montreal,$$,East Asian,Korean
1138,En Couleur,https://www.doordash.com/store/695731/?pickup=false,1.8,4.3,122,Montreal,$$,,
1139,Ispahan,https://www.doordash.com/store/2632528/?pickup=false,1.4,4.4,19,Montreal,$$,Middle Eastern,Middle Eastern
1140,Ben & Florentine,https://www.doordash.com/store/1139220/?pickup=false,0.5,4.5,1100,Montreal,$$,,
1141,Mister Steer Restaurant,https://www.doordash.com/store/714547/?pickup=false,0.3,4.2,40,Montreal,$$,,
1142,Chez Lin (Vent Doux),https://www.doordash.com/store/894257/?pickup=false,1.2,4.7,21,Montreal,$$,East Asian,Chinese
1143,Leche Desserts,https://www.doordash.com/store/629672/?pickup=false,1.8,4.8,165,Montreal,$$,,
1144,Patisserie De La Gare,https://www.doordash.com/store/1230021/?pickup=false,2.3,4.3,28,Montreal,$$,,
1145,Capitaine Sandwich,https://www.doordash.com/store/2909025/?pickup=false,1.4,4.8,29,Montreal,$$,,
1146,Pub Mc Carold's,https://www.doordash.com/store/630078/?pickup=false,2.1,4.6,107,Montreal,$$,,
1147,DÃ©panneur Tina plus,https://www.doordash.com/convenience/store/1692030/?pickup=false,1.9,4.6,61,Montreal,$$,,
1148,Philinos,https://www.doordash.com/store/630226/?pickup=false,1.5,,1,Montreal,$$,European,Greek
1149,Pizzeria Geppetto,https://www.doordash.com/store/1154701/?pickup=false,1.1,4.3,220,Montreal,$$,,
1150,CafÃ©tÃ©ria La MosaÃ¯que,https://www.doordash.com/store/1916115/?pickup=false,0.6,4.5,20,Montreal,$$,East Asian,Chinese
1151,La Boite Verte,https://www.doordash.com/store/1066086/?pickup=false,0.4,4.3,51,Montreal,$$,,
1152,la perle bleue,https://www.doordash.com/store/2485411/?pickup=false,1.3,2.6,1,Montreal,$$,,
1153,042 Afro Lounge,https://www.doordash.com/store/2386631/?pickup=false,0.3,4,18,Montreal,$$,African,African
1154,RagÃ¹ ( Le Central ),https://www.doordash.com/store/1218794/?pickup=false,1.1,4.6,1,Montreal,$$,European,Italian
1155,La Baguette Farcie,https://www.doordash.com/store/23036556/?pickup=false,0.3,4.4,1,Montreal,$$,,
1156,Resto-Bar Le Chevalier Blanc,https://www.doordash.com/store/1461948/?pickup=false,2.6,4.7,155,Montreal,$$,,
1157,Bernice,https://www.doordash.com/store/2609893/?pickup=false,2.1,5,1,Montreal,$$,,
1158,Van Winkle's Sandwiches and Cafe,https://www.doordash.com/store/1222715/?pickup=false,1.2,4.2,1,Montreal,$$,,
1159,Chez Ta MÃ¨re,https://www.doordash.com/store/898916/?pickup=false,1.9,4.7,1,Montreal,$$,,
1160,CafÃ© Mimosa,https://www.doordash.com/store/1222023/?pickup=false,1.1,,1,Montreal,$$,,
